id	title	description	link	image_link	availability	price	brand	condition	product_type	shipping_label	return_policy_label
RPH-104-CROWN-OF-THORNS-10	Euphorbia milii Plant	Crown of Thorns is a decorative flowering plant suited to bright, airy pot culture.	https://rosaryplanthouse.com/plant/104-euphorbia-milii/	https://rosaryplanthouse.com/sale_plants/104.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-105-VARIEGATED-AGAVE-T	Variegated Agave Type	Variegated Agave Type is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/105-variegated-agave-type/	https://rosaryplanthouse.com/sale_plants/105.jpg	in_stock	39.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-106-BIRD-S-NEST-SNAKE-	Bird's Nest Snake Plant	Bird's Nest Snake Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/106-bird-s-nest-snake-plant/	https://rosaryplanthouse.com/sale_plants/106.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-107-DELOSPERMA	Delosperma Plant	Delosperma is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/107-delosperma/	https://rosaryplanthouse.com/sale_plants/107.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-108-VARIEGATED-ELEPHAN	Variegated Elephant Bush	Variegated Elephant Bush is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/108-variegated-elephant-bush/	https://rosaryplanthouse.com/sale_plants/108.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-109-DONKEY-TAIL-SEDUM-	Donkey Tail Sedum morganianum Plant	Donkey Tail Sedum morganianum is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/109-donkey-tail-sedum-morganianum/	https://rosaryplanthouse.com/sale_plants/109.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-110-SEDEVERIA-SUPER-DO	Sedeveria Super Donkey Tail Plant	Sedeveria Super Donkey Tail is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/110-sedeveria-super-donkey-tail/	https://rosaryplanthouse.com/sale_plants/110.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-111-STRING-OF-BANANAS-	String of Bananas	String of Bananas is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/111-string-of-bananas/	https://rosaryplanthouse.com/sale_plants/111.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-113-GOLDEN-SYNGONIUM-1	Golden Syngonium	Golden Syngonium is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/113-golden-syngonium/	https://rosaryplanthouse.com/sale_plants/113.jpg	in_stock	89.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-114-VARIEGATED-SYNGONI	Variegated Syngonium	Variegated Syngonium is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/114-variegated-syngonium/	https://rosaryplanthouse.com/sale_plants/114.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-115-PEACE-LILY-115	Peace Lily	Peace Lily is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/115-peace-lily/	https://rosaryplanthouse.com/sale_plants/115.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-116-ALOE-VERA-TYPE-116	Aloe x spinosissima Plant	Aloe Vera Type is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/116-aloe-x-spinosissima/	https://rosaryplanthouse.com/sale_plants/116.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-119-AFRICAN-VIOLET-119	African Violet	African Violet is a decorative flowering plant suited to bright, airy pot culture.	https://rosaryplanthouse.com/plant/119-african-violet/	https://rosaryplanthouse.com/sale_plants/119.jpg	in_stock	89.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-120-VARIEGATED-BABY-RU	Variegated Baby Rubber Plant	Variegated Baby Rubber Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/120-variegated-baby-rubber-plant/	https://rosaryplanthouse.com/sale_plants/120.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-123-TRICOLOR-BABY-RUBB	Tricolor Baby Rubber Plant	Tricolor Baby Rubber Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/123-tricolor-baby-rubber-plant/	https://rosaryplanthouse.com/sale_plants/123.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-124-PORTULACA-VARIEGAT	Portulaca variegated Plant	Portulaca variegated is a decorative potted foliage plant suited to bright filtered light, airy soil, and steady drainage.	https://rosaryplanthouse.com/plant/124-portulaca-variegated/	https://rosaryplanthouse.com/sale_plants/124.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-125-TURTLE-VINE-125	Turtle Vine	Turtle Vine is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/125-turtle-vine/	https://rosaryplanthouse.com/sale_plants/125.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-126-VARIEGATED-BIRD-S-	Variegated Bird's Nest Snake Plant	Variegated Bird's Nest Snake Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/126-variegated-bird-s-nest-snake-plant/	https://rosaryplanthouse.com/sale_plants/126.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-132-PHILODENDRON-HEART	Philodendron Heart Leaf Plant	Philodendron Heart Leaf is a decorative potted foliage plant suited to bright filtered light, airy soil, and steady drainage.	https://rosaryplanthouse.com/plant/132-philodendron-heart-leaf/	https://rosaryplanthouse.com/sale_plants/132.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-134-SEDUM-STONECROP	Sedum Stonecrop Plant	Sedum Stonecrop is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/134-sedum-stonecrop/	https://rosaryplanthouse.com/sale_plants/134.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-138-COTYLEDON-TOMENTOS	Cotyledon tomentosa Plant	Cotyledon tomentosa is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/138-cotyledon-tomentosa/	https://rosaryplanthouse.com/sale_plants/138.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-139-STRING-OF-HEARTS-1	String of Hearts	String of Hearts is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/139-string-of-hearts/	https://rosaryplanthouse.com/sale_plants/139.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-140-JADE-PLANT-140	Jade Plant	Jade Plant is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/140-jade-plant/	https://rosaryplanthouse.com/sale_plants/140.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-142-GOLDEN-STONECROP-1	Golden Stonecrop	Golden Stonecrop is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/142-golden-stonecrop/	https://rosaryplanthouse.com/sale_plants/142.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-145-ALOE-CASTILLONIAE-	Aloe castilloniae Liliputana Plant	Aloe castilloniae Liliputana is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/145-aloe-castilloniae-liliputana/	https://rosaryplanthouse.com/sale_plants/145.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-147-JADE-PLANT-147	Jade Plant	Jade Plant is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/147-jade-plant/	https://rosaryplanthouse.com/sale_plants/147.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-148-VARIEGATED-ENGLISH	Variegated English Ivy	Variegated English Ivy is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/148-variegated-english-ivy/	https://rosaryplanthouse.com/sale_plants/148.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-149-VARIEGATED-ENGLISH	Variegated English Ivy	Variegated English Ivy is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/149-variegated-english-ivy/	https://rosaryplanthouse.com/sale_plants/149.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-151-PURPLE-WAFFLE-PLAN	Purple Waffle Plant	Purple Waffle Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/151-purple-waffle-plant/	https://rosaryplanthouse.com/sale_plants/151.jpg	in_stock	59.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-152-GREEN-SPIDER-PLANT	Green Spider Plant	Green Spider Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/152-green-spider-plant/	https://rosaryplanthouse.com/sale_plants/152.jpg	in_stock	25.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-153-AEONIUM-ARBOREUM-V	Aeonium arboreum variegated Irish Rose Plant	Aeonium arboreum variegated Irish Rose is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/153-aeonium-arboreum-variegated-irish-rose/	https://rosaryplanthouse.com/sale_plants/153.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-155-YELLOW-FLOWERING-C	Yellow Flowering Cactus	Yellow Flowering Cactus is a potted cactus suited to bright, sharply drained growing conditions.	https://rosaryplanthouse.com/plant/155-yellow-flowering-cactus/	https://rosaryplanthouse.com/sale_plants/155.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-159-HOUSELEEK-159	Houseleek	Houseleek is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/159-houseleek/	https://rosaryplanthouse.com/sale_plants/159.jpg	in_stock	150.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-161-PORTULACA-161	Portulaca	Portulaca is a decorative flowering plant suited to bright, airy pot culture.	https://rosaryplanthouse.com/plant/161-portulaca/	https://rosaryplanthouse.com/sale_plants/161.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-162-BLUE-TEARS-SEDUM-1	Blue Tears Sedum	Blue Tears Sedum is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/162-blue-tears-sedum/	https://rosaryplanthouse.com/sale_plants/162.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-163-ECHEVERIA-SHAVIANA	Echeveria shaviana Plant	Echeveria shaviana is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/163-echeveria-shaviana/	https://rosaryplanthouse.com/sale_plants/163.jpg	in_stock	149.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-164-GHOST-PLANT-CLUSTE	Ghost Plant Cluster	Ghost Plant Cluster is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/164-ghost-plant-cluster/	https://rosaryplanthouse.com/sale_plants/164.jpg	in_stock	89.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-165-TRAILING-CACTUS-TY	Trailing Cactus Type	Trailing Cactus Type is a potted cactus suited to bright, sharply drained growing conditions.	https://rosaryplanthouse.com/plant/165-trailing-cactus-type/	https://rosaryplanthouse.com/sale_plants/165.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-166-BLACK-ROSE-AEONIUM	Black Rose Aeonium	Black Rose Aeonium is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/166-black-rose-aeonium/	https://rosaryplanthouse.com/sale_plants/166.jpg	in_stock	89.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-168-PADDLE-PLANT-168	Paddle Plant	Paddle Plant is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/168-paddle-plant/	https://rosaryplanthouse.com/sale_plants/168.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-171-BLUE-SEDUM-CLUSTER	Blue Sedum Cluster	Blue Sedum Cluster is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/171-blue-sedum-cluster/	https://rosaryplanthouse.com/sale_plants/171.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-174-PADDLE-PLANT-174	Paddle Plant	Paddle Plant is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/174-paddle-plant/	https://rosaryplanthouse.com/sale_plants/174.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-176-ARROWHEAD-VINE-176	Arrowhead Vine	Arrowhead Vine is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/176-arrowhead-vine/	https://rosaryplanthouse.com/sale_plants/176.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-178-OPUNTIA-ELATA	Opuntia elata Plant	Opuntia elata is a decorative potted cactus suited to strong light, sharp drainage, and dry watering intervals.	https://rosaryplanthouse.com/plant/178-opuntia-elata/	https://rosaryplanthouse.com/sale_plants/178.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-179-CRASSULA-OVATA	Crassula ovata Plant	Crassula ovata is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/179-crassula-ovata/	https://rosaryplanthouse.com/sale_plants/179.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-180-SEDUM-PACHYPHYLLUM	Sedum pachyphyllum Plant	Sedum pachyphyllum is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/180-sedum-pachyphyllum-big/	https://rosaryplanthouse.com/sale_plants/180.jpg	in_stock	89.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-181-GOLDEN-STONECROP-1	Golden Stonecrop	Golden Stonecrop is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/181-golden-stonecrop/	https://rosaryplanthouse.com/sale_plants/181.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-182-DONKEY-TAIL-182	Donkey Tail	Donkey Tail is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/182-donkey-tail/	https://rosaryplanthouse.com/sale_plants/182.jpg	in_stock	120.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-183-COPPERTONE-STONECR	Coppertone Stonecrop	Coppertone Stonecrop is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/183-coppertone-stonecrop/	https://rosaryplanthouse.com/sale_plants/183.jpg	in_stock	89.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-185-CREEPING-JADE	Creeping Jade Plant	Creeping Jade is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/185-creeping-jade/	https://rosaryplanthouse.com/sale_plants/185.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-186-ZEBRA-HAWORTHIA-18	Zebra Haworthia	Zebra Haworthia is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/186-zebra-haworthia/	https://rosaryplanthouse.com/sale_plants/186.jpg	in_stock	120.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-188-CRASSULA-OVATA	Crassula ovata Plant	Crassula ovata is a decorative potted foliage plant suited to bright filtered light, airy soil, and steady drainage.	https://rosaryplanthouse.com/plant/188-crassula-ovata/	https://rosaryplanthouse.com/sale_plants/188.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-189-GREEN-AEONIUM-189	Green Aeonium	Green Aeonium is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/189-green-aeonium/	https://rosaryplanthouse.com/sale_plants/189.jpg	in_stock	120.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-190-RUBY-NECKLACE-190	Ruby Necklace	Ruby Necklace is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/190-ruby-necklace/	https://rosaryplanthouse.com/sale_plants/190.jpg	in_stock	120.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-191-BUNNY-EAR-CACTUS-1	Bunny Ear Cactus	Bunny Ear Cactus is a potted cactus suited to bright, sharply drained growing conditions.	https://rosaryplanthouse.com/plant/191-bunny-ear-cactus/	https://rosaryplanthouse.com/sale_plants/191.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-192-BUNNY-EAR-CACTUS-1	Bunny Ear Cactus	Bunny Ear Cactus is a potted cactus suited to bright, sharply drained growing conditions.	https://rosaryplanthouse.com/plant/192-bunny-ear-cactus/	https://rosaryplanthouse.com/sale_plants/192.jpg	in_stock	120.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-193-GOLLUM-JADE-193	Gollum Jade	Gollum Jade is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/193-gollum-jade/	https://rosaryplanthouse.com/sale_plants/193.jpg	in_stock	120.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-194-HAWORTHIOPSIS-ATTE	Haworthiopsis attenuata Plant	Haworthiopsis attenuata is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/194-haworthiopsis-attenuata/	https://rosaryplanthouse.com/sale_plants/194.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-195-ECHEVERIA-AKMALIA	Echeveria akmalia Plant	Echeveria akmalia is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/195-echeveria-akmalia/	https://rosaryplanthouse.com/sale_plants/195.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-196-HAWORTHIA-CYMBIFOR	Haworthia cymbiformis Plant	Haworthia cymbiformis is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/196-haworthia-cymbiformis/	https://rosaryplanthouse.com/sale_plants/196.jpg	in_stock	79.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-197-VARIEGATED-ELEPHAN	Variegated Elephant Bush	Variegated Elephant Bush is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/197-variegated-elephant-bush/	https://rosaryplanthouse.com/sale_plants/197.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-200-VARIEGATED-SYNGONI	Variegated Syngonium	Variegated Syngonium is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/200-variegated-syngonium/	https://rosaryplanthouse.com/sale_plants/200.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-201-WINDOW-HAWORTHIA-2	Window Haworthia	Window Haworthia is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/201-window-haworthia/	https://rosaryplanthouse.com/sale_plants/201.jpg	in_stock	49.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-203-SPIKY-ROSETTE-PLAN	Spiky Rosette Plant	Spiky Rosette Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/203-spiky-rosette-plant/	https://rosaryplanthouse.com/sale_plants/203.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-204-WATERMELON-PEPEROM	Watermelon Peperomia	Watermelon Peperomia is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/204-watermelon-peperomia/	https://rosaryplanthouse.com/sale_plants/204.jpg	in_stock	89.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-205-CHINESE-MONEY-PLAN	Chinese Money Plant	Chinese Money Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/205-chinese-money-plant/	https://rosaryplanthouse.com/sale_plants/205.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-206-SPOTTED-GASTERIA-2	Spotted Gasteria	Spotted Gasteria is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/206-spotted-gasteria/	https://rosaryplanthouse.com/sale_plants/206.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-207-RUBBER-PLANT-207	Rubber Plant	Rubber Plant is a decorative foliage plant suited to bright, airy indoor or balcony conditions.	https://rosaryplanthouse.com/plant/207-rubber-plant/	https://rosaryplanthouse.com/sale_plants/207.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-208-WANDERING-JEW-TRAD	Wandering Jew Tradescantia Plant	Wandering Jew Tradescantia is a decorative potted foliage plant suited to bright filtered light, airy soil, and steady drainage.	https://rosaryplanthouse.com/plant/208-wandering-jew-tradescantia/	https://rosaryplanthouse.com/sale_plants/208.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-209-MONSTROSE-CACTUS-2	Monstrose Cactus	Monstrose Cactus is a potted cactus suited to bright, sharply drained growing conditions.	https://rosaryplanthouse.com/plant/209-monstrose-cactus/	https://rosaryplanthouse.com/sale_plants/209.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-210-ALOE-ARISTATA	Aloe aristata Plant	Aloe aristata is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/210-aloe-aristata/	https://rosaryplanthouse.com/sale_plants/210.jpg	in_stock	99.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-211-MAMMILLARIA-AS-NG-	Mammillaria As Ng Bn Plant	Mammillaria As Ng Bn is a decorative potted cactus suited to strong light, sharp drainage, and dry watering intervals.	https://rosaryplanthouse.com/plant/211-mammillaria-as-ng-bn/	https://rosaryplanthouse.com/sale_plants/211.jpg	in_stock	149.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-212-ECHINOPSIS-PEANUT-	Echinopsis Peanut Cactus Plant	Echinopsis Peanut Cactus is a decorative potted cactus suited to strong light, sharp drainage, and dry watering intervals.	https://rosaryplanthouse.com/plant/212-echinopsis-peanut-cactus/	https://rosaryplanthouse.com/sale_plants/212.jpg	in_stock	139.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-213-MAMMILLARIA-BOCASA	Mammillaria bocasana Plant	Mammillaria bocasana is a decorative potted cactus suited to strong light, sharp drainage, and dry watering intervals.	https://rosaryplanthouse.com/plant/213-mammillaria-bocasana/	https://rosaryplanthouse.com/sale_plants/213.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-217-STRING-OF-BUTTONS-	String of Buttons	String of Buttons is a decorative potted succulent suited to bright, well-drained growing conditions.	https://rosaryplanthouse.com/plant/217-string-of-buttons/	https://rosaryplanthouse.com/sale_plants/217.jpg	in_stock	69.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
RPH-219-ECHEVERIA-SNOW-VAL	Echeveria Snow Valley Plant	Echeveria Snow Valley is a decorative potted succulent suited to bright light, fast-draining soil, and careful watering.	https://rosaryplanthouse.com/plant/219-echeveria-snow-valley/	https://rosaryplanthouse.com/sale_plants/219.jpg	in_stock	149.00 INR	Rosary Plant House	new	Live plants > Plants	Standard live plant shipping	Transit damage replacement or refund support
